sic_id,level,entity_name,region,province,comune,address,cap,phone,email,website,parent_name,meeting_day,meeting_time,servitore_insegnante,source_url,source_type,source_date,verification_status,notes,parent_sic_id,node_type,active_status,country,latitude,longitude,geo_status,network_ready,cortex_ingest,last_checked
SIC-ID-EBC3C9841DDE,REGIONAL,ARCAT Lombardia,Lombardia,Bergamo,Almenno San Bartolomeo,Via 4 Novembre 66,24030,375 8876759,info@arcatlombardia.it,,AICAT - Associazione Italiana dei Club Alcologici Territoriali,,,,https://aicat.net/index.php?page=contatti,AICAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-C9F7A0285A20,REGIONAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-D9B64FBFD3CE,REGIONAL,ARCAT Marche ETS-ODV,Marche,Fermo,Campofilone,C.da Montecamauro 6,63828,349 7656452,arcatmarche@libero.it,,AICAT - Associazione Italiana dei Club Alcologici Territoriali,,,,https://aicat.net/index.php?page=contatti,AICAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-C9F7A0285A20,REGIONAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-3EC8499F69C1,REGIONAL,ARCAT Molise,Molise,Campobasso,Campobasso,Via Cirese snc,86100,338 1614519,arcatmolise@libero.it,,AICAT - Associazione Italiana dei Club Alcologici Territoriali,,,,https://aicat.net/index.php?page=contatti,AICAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-C9F7A0285A20,REGIONAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-5E9E8E6D5441,REGIONAL,ARCAT Piemonte,Piemonte,Torino,Torino,Via Giolitti 21,,348 7722812,segreteria.arcatpiemonte@gmail.com,,AICAT - Associazione Italiana dei Club Alcologici Territoriali,,,,https://aicat.net/index.php?page=contatti,AICAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-C9F7A0285A20,REGIONAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-FA8A3C74EE3F,REGIONAL,ARCAT Puglia ODV,Puglia,Bari,Bari,Via Perrone 19,70123,349 7431529,Infoarcatpuglia@gmail.com,,AICAT - Associazione Italiana dei Club Alcologici Territoriali,,,,https://aicat.net/index.php?page=contatti,AICAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-C9F7A0285A20,REGIONAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-661B2D7394C6,REGIONAL,ARCAT Sardegna,Sardegna,Nuoro,Nuoro,Via Oggiano 18,08100,328 7378290,arcatsardegna@aicat.net,,AICAT - Associazione Italiana dei Club Alcologici Territoriali,,,,https://aicat.net/index.php?page=contatti,AICAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-C9F7A0285A20,REGIONAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-D0E06BD8CE29,REGIONAL,ARCAT della Sicilia ODV,Sicilia,Caltanissetta,Caltanissetta,Via Xiboli 310,93100,329 1521062,arcatdellasiciliaodv@gmail.com,,AICAT - Associazione Italiana dei Club Alcologici Territoriali,,,,https://aicat.net/index.php?page=contatti,AICAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-C9F7A0285A20,REGIONAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-7E51DD9E2478,REGIONAL,ARCAT Toscana ODV,Toscana,Firenze,Firenze,Viale G. Matteotti 25,50136,348 9214600,segreteria@arcattoscana.it,,AICAT - Associazione Italiana dei Club Alcologici Territoriali,,,,https://aicat.net/index.php?page=contatti,AICAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-C9F7A0285A20,REGIONAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-A6E67518CAF8,REGIONAL,APCAT Trentino ODV,Trentino-Alto Adige,Trento,Pergine Valsugana,Via Guglielmi 19,38057,0461 914451,segreteria@apcattrentino-centrostudi.it,,AICAT - Associazione Italiana dei Club Alcologici Territoriali,,,,https://aicat.net/index.php?page=contatti,AICAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-C9F7A0285A20,REGIONAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-F238C2FC65F7,REGIONAL,ARCAT Umbria / Club Famiglia,Umbria,Perugia,Perugia,Via Cristoforo Colombo 9,06127,340 8672029,matteucci.vale@gmail.com,,AICAT - Associazione Italiana dei Club Alcologici Territoriali,,,,https://aicat.net/index.php?page=contatti,AICAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-C9F7A0285A20,REGIONAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-8A2B8A43E982,REGIONAL,Valle d'Aosta,Valle d'Aosta,,,,,,,,AICAT - Associazione Italiana dei Club Alcologici Territoriali,,,,https://aicat.net/index.php?page=contatti,AICAT ufficiale,2026-08-18,OFFICIAL_LIST_CONTACT_MISSING,,SIC-ID-C9F7A0285A20,REGIONAL,PUBLISHED_UNVERIFIED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-098060EC0D91,REGIONAL,ARCAT Veneto ODV,Veneto,Treviso,Trevignano,Via Tre Forni 16,31040,0423 677168,segreteria@arcatveneto.it,,AICAT - Associazione Italiana dei Club Alcologici Territoriali,,,,https://aicat.net/index.php?page=contatti,AICAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-C9F7A0285A20,REGIONAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-B4DC79E6B948,PROVINCIAL,APCAT Latina,Lazio,Latina,Latina,Via Feronia 8,,0773 661962,apcatlatinaodv@gmail.com,,ARCAT Regione Lazio,,,,https://aicat.net/index.php?page=contatti,AICAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-37D3A46BD92C,PROVINCIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-96811479B0F8,TERRITORIAL,ACAT Sesto Campi Firenze,Toscana,Firenze,Sesto Fiorentino / Campi Bisenzio,,,347 1041089,,,ARCAT Toscana ODV,,,,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,Contatto pubblicato: Simona,SIC-ID-7E51DD9E2478,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-4B15D0FAB1B9,TERRITORIAL,ACAT Empoli,Toscana,Firenze,Empoli,,,335 5421096,,,ARCAT Toscana ODV,,,,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,Contatto pubblicato: Patrizia,SIC-ID-7E51DD9E2478,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-7E5D7A8D103F,TERRITORIAL,ACAT Follonica,Toscana,Grosseto,Follonica,,,339 2554034,,,ARCAT Toscana ODV,,,,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,Contatto pubblicato: Ilio,SIC-ID-7E51DD9E2478,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-C74F95C764A1,TERRITORIAL,ACAT Garfagnana,Toscana,Lucca,Garfagnana,,,335 5481095,,,ARCAT Toscana ODV,,,,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,Contatto pubblicato: Franca,SIC-ID-7E51DD9E2478,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-CFFAE9F1AE4D,TERRITORIAL,ACAT Grosseto Green,Toscana,Grosseto,Grosseto,,,349 1884621,,,ARCAT Toscana ODV,,,,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,Contatto pubblicato: Simona,SIC-ID-7E51DD9E2478,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-D40108DA605A,TERRITORIAL,ACAT Grosseto Hudolin,Toscana,Grosseto,Grosseto,,,328 5334010,,,ARCAT Toscana ODV,,,,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,Contatto pubblicato: Patrizia,SIC-ID-7E51DD9E2478,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-5D0C55DA98E4,TERRITORIAL,ACAT Grosseto Nord,Toscana,Grosseto,Grosseto Nord,,,328 6246905,,,ARCAT Toscana ODV,,,,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,Contatto pubblicato: Ilio,SIC-ID-7E51DD9E2478,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-3A1A3FDF6DA1,TERRITORIAL,ACAT Livorno,Toscana,Livorno,Livorno,,,351 2171326,,,ARCAT Toscana ODV,,,,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,Contatto pubblicato: Salvatore,SIC-ID-7E51DD9E2478,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-52236D58451A,TERRITORIAL,ACAT Lucca,Toscana,Lucca,Lucca,,,347 3359683,,,ARCAT Toscana ODV,,,,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,Contatto pubblicato: Segreteria,SIC-ID-7E51DD9E2478,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-97E61F199973,TERRITORIAL,ACAT Massa Montignoso,Toscana,Massa-Carrara,Massa / Montignoso,,,339 4279137,,,ARCAT Toscana ODV,,,,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,Contatto pubblicato: Maria,SIC-ID-7E51DD9E2478,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-D1F30EF2D950,TERRITORIAL,ACAT Pistoiese,Toscana,Pistoia,Pistoia,,,339 8188384,,,ARCAT Toscana ODV,,,,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,Contatto pubblicato: Ilde,SIC-ID-7E51DD9E2478,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-FA4208286991,TERRITORIAL,ACAT Pratese,Toscana,Prato,Prato,,,338 2094460,,,ARCAT Toscana ODV,,,,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,Contatto pubblicato: Agostino,SIC-ID-7E51DD9E2478,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-39F4C89B4EDD,TERRITORIAL,ACAT Val di Cornia,Toscana,Livorno,Val di Cornia,,,333 2119635,,,ARCAT Toscana ODV,,,,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,Contatto pubblicato: Antonio,SIC-ID-7E51DD9E2478,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-029086830303,TERRITORIAL,ACAT Valdinievole,Toscana,Pistoia,Valdinievole,,,393 8875648,,,ARCAT Toscana ODV,,,,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,Contatto pubblicato: Sergio,SIC-ID-7E51DD9E2478,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-C20A94639AC0,TERRITORIAL,ACAT Versilia,Toscana,Lucca,Versilia,,,388 3740502,,,ARCAT Toscana ODV,,,,https://www.arcattoscana.it/dove-sono-i-club-del-territorio/,ARCAT Toscana ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,Contatto pubblicato: Segreteria,SIC-ID-7E51DD9E2478,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-849B4136D37F,TERRITORIAL,ACAT Basso Polesine,Veneto,Rovigo,Taglio di Po,Viale Kennedy 63,45019,328 8420028,acat.bassop@tiscali.it,https://www.acatbassopolesine.org/,ARCAT Veneto ODV,,,,https://www.acatbassopolesine.org/acat-basso-polesine,ACAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,Sito indica anche Piazza Venezia 3 come sede ACAT per alcuni Club,SIC-ID-098060EC0D91,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-602AE63286C2,CLUB,Club 566,Veneto,Rovigo,Taglio di Po,"Piazza Venezia 3, sede ACAT",,,,,ACAT Basso Polesine,,,,https://www.acatbassopolesine.org/acat-basso-polesine,ACAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-849B4136D37F,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-37D798E9E516,CLUB,Club 497 - Viola,Veneto,Rovigo,Porto Tolle,"Centro ""Un Ponte per"", Via Matteotti",,,,,ACAT Basso Polesine,,,,https://www.acatbassopolesine.org/acat-basso-polesine,ACAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-849B4136D37F,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-1D783FB36111,CLUB,Club 348,Veneto,Rovigo,Taglio di Po,"Piazza Venezia 3, sede ACAT",,,,,ACAT Basso Polesine,,,,https://www.acatbassopolesine.org/acat-basso-polesine,ACAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-849B4136D37F,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-0D36EB60393A,CLUB,Club 498 - Baby Club,Veneto,Rovigo,Rosolina,"Centro Civico, Viale Marconi",,,,,ACAT Basso Polesine,,,,https://www.acatbassopolesine.org/acat-basso-polesine,ACAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-849B4136D37F,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-43E59520A72E,CLUB,Club 315 - Luna,Veneto,Rovigo,Taglio di Po,"Piazza Venezia 3, sede ACAT",,,,,ACAT Basso Polesine,,,,https://www.acatbassopolesine.org/acat-basso-polesine,ACAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-849B4136D37F,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-6163F278CA94,CLUB,Club 590,Veneto,Rovigo,Adria,"Centro Anziani, Piazza Casellati",,,,,ACAT Basso Polesine,,,,https://www.acatbassopolesine.org/acat-basso-polesine,ACAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-849B4136D37F,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-F0B6FE5C8872,CLUB,Club 628 - La Rivincita,Veneto,Rovigo,Porto Viro,"Centro Venos Sitta, Via Dante",,,,,ACAT Basso Polesine,,,,https://www.acatbassopolesine.org/acat-basso-polesine,ACAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-849B4136D37F,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-6C9858880C61,CLUB,Club 630 - La Rosa Bianca,Veneto,Rovigo,Adria,,,,,,ACAT Basso Polesine,,,,https://www.acatbassopolesine.org/acat-basso-polesine,ACAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-849B4136D37F,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-E7F673638646,CLUB,Club 637 - L'Aurora,Veneto,Rovigo,Pettorazza Grimani,"Biblioteca Comunale, Via Roma",,,,,ACAT Basso Polesine,,,,https://www.acatbassopolesine.org/acat-basso-polesine,ACAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-849B4136D37F,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-D18639A2F51F,CLUB,Club 643 - Iris,Veneto,Rovigo,Porto Tolle,"Centro ""Un Ponte per"", Via Matteotti",,,,,ACAT Basso Polesine,,,,https://www.acatbassopolesine.org/acat-basso-polesine,ACAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-849B4136D37F,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-B82A525B2142,CLUB,Club 644,Veneto,Rovigo,Corbola,"Pro Loco, Piazza Martiri",,,,,ACAT Basso Polesine,,,,https://www.acatbassopolesine.org/acat-basso-polesine,ACAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-849B4136D37F,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-B1913288CD68,CLUB,Club 649 - Il Girasole,Veneto,Rovigo,Papozze,"Biblioteca Comunale, Piazza Municipio",,,,,ACAT Basso Polesine,,,,https://www.acatbassopolesine.org/acat-basso-polesine,ACAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-849B4136D37F,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-3B3D8F9E11AA,CLUB,Club 496,Veneto,Rovigo,Porto Viro,"Centro Venos Sitta, Via Dante",,,,,ACAT Basso Polesine,,,,https://www.acatbassopolesine.org/acat-basso-polesine,ACAT ufficiale,2026-08-18,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-849B4136D37F,CLUB,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-BDF9DE3E4D25,TERRITORIAL,ACAT Bergamo,Lombardia,Bergamo,Bergamo,"Via Borgo Palazzo 130, pad. 7/b",,349 6653262,acatbergamo7@gmail.com,,ARCAT Lombardia,,,,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-1A406A58E34A,TERRITORIAL,ACAT Isola Bergamasca,Lombardia,Bergamo,Terno d'Isola,Via G. Bravi 16,,328 3071891,acatisolabergamasca@libero.it,,ARCAT Lombardia,,,,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-763A85F9D763,TERRITORIAL,ACAT Arcobaleno,Lombardia,Bergamo,Osio Sotto,Via Libertà 40,,351 8282923,acatarcobaleno@virgilio.it,,ARCAT Lombardia,,,,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-D4299E57DAC8,TERRITORIAL,ACAT Curno,Lombardia,Bergamo,Curno,Via Edmondo De Amicis,,347 3478263,acatcurno@gmail.com,,ARCAT Lombardia,,,,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-96CAC39AA165,TERRITORIAL,ACAT Valle Seriana Superiore e Valle di Scalve,Lombardia,Bergamo,Clusone,,,333 7519188,acataltavalseriana@tiscali.it,,ARCAT Lombardia,,,,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
SIC-ID-441772875B18,TERRITORIAL,ACAT Media Val Seriana,Lombardia,Bergamo,Albino,Via M.O. Briolini 2/f,,334 9808448,acatmediavalleseriana@gmail.com,,ARCAT Lombardia,,,,https://www.arcatlombardia.it/CAT_Bergamo.html,ARCAT Lombardia ufficiale,2026-07-02,VERIFIED_OFFICIAL_CURRENT,,SIC-ID-EBC3C9841DDE,TERRITORIAL,ACTIVE_PUBLISHED,IT,,,TO_GEOCODE,YES,YES,2026-08-18
