sic_id,level,country,country_code,entity_name,region,city,address,status,parent_name,source_url,source_type,language,meeting,public_contact,last_checked,notes
SIC-ID-89B196195DB4,COUNTRY_PRESENCE,Finland,,Hudolin Club / socio-ecological approach presence,,,,HISTORICAL_PRESENCE_NEEDS_CURRENT_VERIFICATION,,https://www.academia.edu/87078905/Club_of_Treated_Alcoholics_A_Guide_for_the_Work_in_the_Clubs_of_Treated_Alcoholics_Social_Ecological_Approach_With_Works_of_Vladimir_Hudolin,Historical international Hudolin literature,various,,,2026-08-18,Presence documented historically; current club-level network not yet verified.
SIC-ID-D9A12F7BB321,NATIONAL,Croatia,,HSKLA - Hrvatski savez klubova liječenih alkoholičara,,Zagreb,"Vinogradska c. 29, 10000 Zagreb",VERIFIED_OFFICIAL_CURRENT,,https://hskla.hr/o-nama/,HSKLA official,hr,,hskla.zg@gmail.com,2026-08-18,
SIC-ID-F5B0230983EC,CLUB,Croatia,,KLA CENTAR,Zagreb,Zagreb,Tkalčićeva 33,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,utorak 16:30,,2026-08-18,
SIC-ID-89F72DD14D06,CLUB,Croatia,,KLA CENTAR TKALČA,Zagreb,Zagreb,Tkalčićeva 33,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 16:30,,2026-08-18,
SIC-ID-242563F4AA28,CLUB,Croatia,,KLA CENTAR STARA TKALČA,Zagreb,Zagreb,Nova Ves 36,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 18:30,,2026-08-18,
SIC-ID-EBE2B57792D9,CLUB,Croatia,,KLA DUBRAVKA NOVA,Zagreb,Zagreb,"Rapska 39, DZ Sigečica",ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,utorak 17:30,,2026-08-18,
SIC-ID-552B9D8B1852,CLUB,Croatia,,KLA IZVOR,Zagreb,Zagreb,,DORMANT,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,,,2026-08-18,
SIC-ID-C58DF5F6CB75,CLUB,Croatia,,KLA MEDVEŠČAK I,Zagreb,Zagreb,Šubićeva 40/2,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 16:00,,2026-08-18,
SIC-ID-2C51448102C6,CLUB,Croatia,,KLA MEDVEŠČAK II,Zagreb,Zagreb,Šubićeva 40/2,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 17:00,,2026-08-18,
SIC-ID-14A164F737E7,CLUB,Croatia,,KLA PEŠČENICA,Zagreb,Zagreb,Miletićeva 1,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,utorak i četvrtak 17:00,,2026-08-18,
SIC-ID-8E4C96B9B687,CLUB,Croatia,,KLA BAN KEGLEVIĆ,Zagreb,Zagreb,Prilaz baruna Filipovića 11,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,četvrtak 19:00,,2026-08-18,
SIC-ID-3F1C259CAA1B,CLUB,Croatia,,KLA ČRNOMEREC,Zagreb,Zagreb,Selska 3,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 16:00,,2026-08-18,
SIC-ID-5DDDF4BACD91,CLUB,Croatia,,KLA KUSTOŠIJA-CENTAR,Zagreb,Zagreb,Ilica 259,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,utorak 16:00,,2026-08-18,
SIC-ID-5EA447C1B858,CLUB,Croatia,,KLA SVETI DUH,Zagreb,Zagreb,Sveti Duh 26,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 17:00,,2026-08-18,
SIC-ID-1F31F764AA8F,CLUB,Croatia,,KLA KUSTOŠIJA 2,Zagreb,Zagreb,Vatrogasna 6,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,utorak 17:00,,2026-08-18,
SIC-ID-AE82063B6B66,CLUB,Croatia,,UAA DUBRAVA CENTAR,Zagreb,Zagreb,Međugorska 55,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,utorak 18:30,,2026-08-18,
SIC-ID-14E89B53882B,CLUB,Croatia,,UAA DUBRAVA CENTAR I,Zagreb,Zagreb,Međugorska 55,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,utorak 20:00,,2026-08-18,
SIC-ID-55A552537D2D,CLUB,Croatia,,KLA KLAKA III,Zagreb,Zagreb,Zdenka Škraba 3,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,srijeda 18:00,,2026-08-18,
SIC-ID-3CCEFBDBD49B,CLUB,Croatia,,KLA OBITELJSKI ŽIVOT,Zagreb,Zagreb,Vrpoljska 10,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,četvrtak 17:00,,2026-08-18,
SIC-ID-BD072B08AA5B,CLUB,Croatia,,ULA RETKOVEC,Zagreb,Zagreb,Vrpoljska 10,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,četvrtak 18:30,,2026-08-18,
SIC-ID-69EDAFC59D8E,CLUB,Croatia,,KLA STUDENTSKI GRAD,Zagreb,Zagreb,Vile Velebita 10/3,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 17:00,,2026-08-18,
SIC-ID-EAF72940EC01,CLUB,Croatia,,KLA BARUTANSKI JARAK,Zagreb,Zagreb,Barutanski brijeg 5,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 17:30,,2026-08-18,
SIC-ID-36A92C0B4918,CLUB,Croatia,,KLA DINKO ŠIMUNOVIĆ,Zagreb,Zagreb,Trg Vlahe Bukovca 3,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 17:00,,2026-08-18,
SIC-ID-9F921026B02F,CLUB,Croatia,,KLA MAKSIMIRSKA NASELJA,Zagreb,Zagreb,Zvonimirova 68,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,utorak 18:00,,2026-08-18,
SIC-ID-82CFDFEC71FC,CLUB,Croatia,,KLA NOVA TRATINČICA,Zagreb,Zagreb,Trg Vlahe Bukovca 3,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 18:00,,2026-08-18,
SIC-ID-2EAFCD0BB086,CLUB,Croatia,,KLA HORVATI SREDNJACI,Zagreb,Zagreb,Horvaćanska 54,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 18:00,,2026-08-18,
SIC-ID-47279E5AAE51,CLUB,Croatia,,KLA OSVIT,Zagreb,Zagreb,Prečko 2a,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,četvrtak 17:30,,2026-08-18,
SIC-ID-3D325C644267,CLUB,Croatia,,KLA RUDEŠ,Zagreb,Zagreb,Rudeška cesta 71,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,srijeda 18:15,,2026-08-18,
SIC-ID-F1806A81BFF2,CLUB,Croatia,,KLA VRBANI,Zagreb,Zagreb,Rudeška cesta 71,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,srijeda 17:15,,2026-08-18,
SIC-ID-CE5276F35D5F,CLUB,Croatia,,KLA STARA TREŠNJEVKA,Zagreb,Zagreb,Ozaljska 16,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 18:00,,2026-08-18,
SIC-ID-21A9871846C5,CLUB,Croatia,,KLA MALEŠNICA,Zagreb,Zagreb,I.B. Mažuranić 18,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 18:00,,2026-08-18,
SIC-ID-717797D3AC8D,CLUB,Croatia,,KLA PODSUSED,Zagreb,Zagreb,Podsusedski trg 3,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,četvrtak 17:30,,2026-08-18,
SIC-ID-1A9036FAF041,CLUB,Croatia,,KLA ŠPANSKO,Zagreb,Zagreb,Trg I. Kukuljevića 9,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,četvrtak 18:00,,2026-08-18,
SIC-ID-76B6CF7C7A99,CLUB,Croatia,,KLA STENJEVEC,Zagreb,Zagreb,Samoborska c. 63,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,srijeda 17:30,,2026-08-18,
SIC-ID-8E250A211E05,CLUB,Croatia,,KLA SUSEDGRAD,Zagreb,Zagreb,Ilica 421,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 17:30,,2026-08-18,
SIC-ID-913D7401D8B0,CLUB,Croatia,,KLA VRAPČE-CENTAR I,Zagreb,Zagreb,Ilica 421,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,srijeda 16:30,,2026-08-18,
SIC-ID-8DD713B4A8A7,CLUB,Croatia,,OKLA VRAPČE,Zagreb,Zagreb,Bolnička 32,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,utorak 14:00,,2026-08-18,
SIC-ID-57988AB2EDD9,CLUB,Croatia,,KLA DUGAVE,Zagreb,Zagreb,Ul. Sv. Mateja 93,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,utorak 17:00,,2026-08-18,
SIC-ID-0C2BCCFBB150,CLUB,Croatia,,KLA REMETINEC,Zagreb,Zagreb,Trg Narodne zaštite 1,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 16:00,,2026-08-18,
SIC-ID-69DAE79BC02B,CLUB,Croatia,,KLA REMETINEC GAJ,Zagreb,Zagreb,Remetinečki gaj 12,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 17:00,,2026-08-18,
SIC-ID-631B85E79647,CLUB,Croatia,,KLA SIGET,Zagreb,Zagreb,Radmanovečka 39,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,četvrtak 16:45,,2026-08-18,
SIC-ID-A7772AD94278,CLUB,Croatia,,KLA SVETA KLARA,Zagreb,Zagreb,Mrkšina 40,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,utorak 17:00,,2026-08-18,
SIC-ID-B16534E66F72,CLUB,Croatia,,KLA UTRINA,Zagreb,Zagreb,Barčev trg 16/II,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,srijeda 17:30,,2026-08-18,
SIC-ID-2328FB9DD131,CLUB,Croatia,,KLA ZAPRUĐE,Zagreb,Zagreb,Meštrovićev trg 16,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,utorak 17:30,,2026-08-18,
SIC-ID-44EC8E34C628,CLUB,Croatia,,KLA KATARINA,Zagreb,Sesvete,Ninska 10,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,srijeda 15:30,,2026-08-18,
SIC-ID-665CF7CDB3E8,CLUB,Croatia,,KLA NOVO BRESTJE,Zagreb,Sesvete,Ul. ljubičica 33,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 17:30,,2026-08-18,
SIC-ID-AEE53F8837E4,CLUB,Croatia,,KLA OPSTANAK SESVETE,Zagreb,Sesvete,Ninska 10,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,srijeda 17:00,,2026-08-18,
SIC-ID-BEA30F7AAF97,CLUB,Croatia,,KLA SESVETE NADA,Zagreb,Sesvete,Ninska 10,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,srijeda 17:00,,2026-08-18,
SIC-ID-6F5C1233C631,CLUB,Croatia,,KLA SESVETE CENTAR,Zagreb,Sesvete,Ninska 10,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,srijeda 15:30,,2026-08-18,
SIC-ID-8A75ED33C213,CLUB,Croatia,,KLA AUGUST ŠENOA,Zagrebačka,Velika Gorica,M. Slatinskog 4,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,utorak 17:00,,2026-08-18,
SIC-ID-5A8F22040344,CLUB,Croatia,,KLA MARKO OREŠKOVIĆ,Zagrebačka,Velika Gorica,M. Slatinskog 4,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 17:00,,2026-08-18,
SIC-ID-630EF2B045A9,CLUB,Croatia,,KLA Prof.dr. BRANKO LANG,Zagrebačka,Velika Gorica,M. Slatinskog 4,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,srijeda 19:00,,2026-08-18,
SIC-ID-1A9BF62E93AA,CLUB,Croatia,,KLA VLADIMIR NAZOR,Zagrebačka,Velika Gorica,M. Slatinskog 4,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,četvrtak 17:30,,2026-08-18,
SIC-ID-39A15ABAF7BA,CLUB,Croatia,,KLA ZAPREŠIĆ,Zagrebačka,Zaprešić,Online (Skype),ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,utorak 17:00,,2026-08-18,
SIC-ID-D65C743AD98A,CLUB,Croatia,,KLA ZAPREŠIĆ-SJEVER,Zagrebačka,Zaprešić,Antuna Mihanovića 43,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,utorak 16:00,,2026-08-18,
SIC-ID-76BD36D58A8F,CLUB,Croatia,,KLA KARLOVAC,Karlovačka,Karlovac,"A. Štampara 1, Opća bolnica",ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,uto/sri/čet 18:00,,2026-08-18,
SIC-ID-F969C2D252C7,CLUB,Croatia,,KLA IMOTSKI,Splitsko-dalmatinska,Imotski,"A. Starčevića 7, Dom zdravlja",ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,petak 17:00,,2026-08-18,
SIC-ID-423DA3B54248,CLUB,Croatia,,KLA MAKARSKA,Splitsko-dalmatinska,Makarska,"Stjepana Ivičevića 4, Dom zdravlja",ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,srijeda 16:30,,2026-08-18,
SIC-ID-9006E2602CFD,CLUB,Croatia,,KLA SINJ,Splitsko-dalmatinska,Sinj,Petrovac 2,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,ponedjeljak 16:00,,2026-08-18,
SIC-ID-B068886665D1,CLUB,Croatia,,KLA SOLIN,Splitsko-dalmatinska,Solin,Solinske mladeži 17,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,utorak 18:00,,2026-08-18,
SIC-ID-CE018387429E,CLUB,Croatia,,KLA FENIKS,Splitsko-dalmatinska,Split,Gundulićeva 25,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,utorak 16:00,,2026-08-18,
SIC-ID-9B019DCA4718,CLUB,Croatia,,KLA IZBOR,Splitsko-dalmatinska,Split,Doverska 17,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,sri 19:00 / čet 18:00,,2026-08-18,
SIC-ID-3FB7CB1FE23E,CLUB,Croatia,,KLA STIJEPO BOTTERI,Splitsko-dalmatinska,Split,A.G. Matoša 2,ACTIVE,HSKLA - Hrvatski savez klubova liječenih alkoholičara,https://hskla.hr/o-nama/,HSKLA official directory,hr,utorak 16:00,,2026-08-18,
